customer_id,city,state,age,num_accounts,total_balance,first_account_date,lifetime_txn_count,lifetime_credits,lifetime_debits,last_transaction_date
4d67ee67-fd72-4aa2-a37c-b0ee14feaf41,Columbus,Georgia,21,3,224612.9,2024-07-25,770,386860.06,162247.16,2025-12-30 13:10:00
5462782c-ddd2-429b-b75c-72dfc38b48ae,Allentown,Pennsylvania,61,4,126702.98,2025-06-17,395,251357.6,124654.62,2025-12-30 15:32:00
e448c5be-744b-45bf-ac97-6ebc9394f9eb,Cleveland,Ohio,39,3,285810.69999999995,2024-05-08,2261,723443.28,439897.11,2025-12-30 20:06:00
86ce0e19-5eac-4ba5-8c90-c033c7fd056b,Gresham,Oregon,23,1,224288.98,2023-07-19,932,449128.03,224839.05,2025-12-30 14:52:00
f2509c99-029f-4da2-9fa7-dfe8709e1735,Vancouver,Washington,61,1,36573.97,2025-05-27,229,73961.4,37387.43,2025-12-29 21:39:00
2d9977a7-73a4-4fcf-9258-870ce8c57eef,Los Angeles,California,68,4,158607.53,2024-04-24,564,319336.38,160728.85,2025-12-29 12:45:00
2ad9e481-4da0-46d6-b091-5a31d47b79b4,Austin,Texas,24,4,432067.01,2021-02-28,3129,1375901.69,950556.83,2025-12-30 15:44:00
5d86e682-2c99-4fb2-b207-9ac1999b3b39,Winston-Salem,North Carolina,40,4,202528.31,2024-09-25,580,370084.03,170341.77,2025-12-27 13:34:00
28f5f699-63d7-4067-9aa7-6c8bb56a8d54,Columbus,Georgia,45,3,111693.94,2025-04-10,888,252378.99,140685.05,2025-12-30 20:10:00
88fd1f10-d022-487f-aa2b-a4fe54f7191a,Austin,Texas,64,2,294836.75,2020-08-10,1198,678695.66,387351.42,2025-12-28 19:12:00
6e1dcf88-fcb3-446d-ad88-a80f5d16b100,Cincinnati,Ohio,72,3,297068.93,2022-04-27,3783,1021683.01,725469.39,2025-12-30 14:36:00
0b380004-e297-4530-b9cc-7ec7c2671aa4,Orlando,Florida,37,4,141405.63,2024-03-23,815,704736.45,583292.41,2025-12-30 14:32:00
a13d9a3f-15aa-4226-82e6-1be95617ce11,Tampa,Florida,28,4,285801.94,2023-08-26,1221,948885.07,663083.13,2025-12-30 12:05:00
6abcdf3a-b28d-48e3-98b5-47b735656d7f,Worcester,Massachusetts,18,4,160358.34,2023-11-24,834,406550.67,246684.13999999998,2025-12-27 18:54:00
3ceffc2d-ca21-4728-8fe2-d7330800545d,Erie,Pennsylvania,45,5,237271.84000000003,2021-07-29,2101,857520.54,624438.7,2025-12-30 14:15:00
081cb3b7-07a5-47e3-ba40-3c584667498f,Sacramento,California,56,3,835441.87,2020-06-23,1922,2615537.64,1796808.83,2025-12-29 14:17:00
fa6caa51-aa5b-4c06-9822-665356e76ed1,San Diego,California,47,1,350663.16,2021-01-13,3089,865046.14,514382.98,2025-12-30 10:13:00
b58ae460-63a9-43d4-9be9-23b023a9a55e,Fort Worth,Texas,43,3,173582.94,2020-09-15,4615,1665536.85,1494967.02,2025-12-30 15:08:00
d8d7fd2a-b7e3-4fe0-9c87-f6ff030f3fab,Orlando,Florida,27,4,162990.43,2024-04-08,622,365962.92,204144.17,2025-12-30 12:31:00
68901c7d-2c1a-4c17-b4c4-74a381a4ebcf,Tacoma,Washington,27,2,270136.38,2023-02-28,3670,1378882.42,1108746.04,2025-12-30 11:44:00
af645e35-b45e-4ad8-bffd-0e2dea2496f9,Allentown,Pennsylvania,34,3,246247.01,2023-07-02,1750,2064467.6199999999,1841573.8,2025-12-30 14:35:00
036ebc85-d632-4697-b4b9-0ce40c8aa151,Syracuse,New York,19,5,326790.0,2021-11-12,6320,2190975.13,1866622.84,2025-12-30 19:35:00
209d490c-f2de-42fb-be19-ff81de15c5a0,Scottsdale,Arizona,40,4,372974.82,2021-03-13,1236,1182402.85,809428.03,2025-12-30 07:14:00
33526715-6f38-4560-9cec-2faddb2e18cc,San Francisco,California,37,6,213683.1,2025-05-31,464,431821.53,219762.15,2025-12-30 20:04:00
9a495dba-bde9-44c3-8145-d541ff7f00bb,Miami,Florida,28,4,45673.33,2021-06-03,6672,4634009.15,4601593.68,2025-12-30 17:35:00
05d0c6aa-51af-4bef-aa13-51671ef3543b,Sparks,Nevada,42,2,72320.49,2020-09-05,7343,3921373.35,3851716.39,2025-12-30 13:46:00
aa4cce8c-52c5-4028-a9a2-4e3d09c37945,Rochester,New York,40,2,85560.73999999999,2025-11-24,49,95587.98,10027.24,2025-12-30 09:41:00
8777c81c-9bd2-4286-82e5-80d64b3dea49,Rochester,New York,31,3,453900.75,2022-07-30,3416,1478919.21,1025018.46,2025-12-30 18:07:00
8688cdb5-ddea-4a28-a01e-4c72e0a6db18,Spokane,Washington,56,2,327148.7,2023-08-15,1352,495113.11,167964.41,2025-12-30 13:37:00
3a674f7e-a660-4890-ad70-cc6d6243b37f,Boston,Massachusetts,74,1,562754.17,2023-02-03,2467,1061227.91,498473.74,2025-12-30 12:58:00
9f313a5e-4364-4389-9ae3-aaa68d7b7fd4,Nashville,Tennessee,66,5,1487327.0699999998,2023-09-03,1900,2812726.43,1348569.05,2025-12-29 19:11:00
711d1a09-2c23-47cd-906d-36f21485d178,Detroit,Michigan,24,6,241395.59,2025-11-26,69,338083.44,97837.98,2025-12-30 19:12:00
851911fa-e90d-4143-8a2d-36c114606f7e,Evansville,Indiana,32,3,555708.53,2023-11-15,2629,1512811.5,965661.32,2025-12-30 14:52:00
d63d760e-8e35-45a7-8e5e-726780fc90ca,Dallas,Texas,59,3,122689.8,2025-05-20,498,183303.29,60613.49,2025-12-30 10:02:00
7d4858da-05d8-4db2-9cda-aaef3401ed6f,Sacramento,California,62,6,81714.1,2024-07-11,1751,1185171.8,1111084.42,2025-12-30 13:02:00
91e8018a-5410-4b8e-b774-79d502f10661,Rockford,Illinois,24,1,274243.12,2021-10-23,2292,661153.61,386910.49,2025-12-30 17:11:00
edab3b94-d559-471e-8a4f-baa4a82d2b87,San Antonio,Texas,62,2,133000.86,2023-09-09,3603,1163920.05,1030919.19,2025-12-30 17:58:00
727c36de-0126-4272-a349-dea3796e6cae,Sacramento,California,53,4,839392.65,2020-02-22,5048,2557012.25,1719777.64,2025-12-30 17:01:00
8f4ea588-5a4f-40e3-ab56-9b3c57fb7ec1,Memphis,Tennessee,24,1,132228.5,2025-02-13,740,308696.6,176468.1,2025-12-30 11:05:00
4e18786a-167a-4f53-85ba-c0094471ec40,Los Angeles,California,21,3,137303.24,2024-01-08,1129,336448.5,201074.16,2025-12-28 12:58:00
ed154512-8b23-4841-802b-eddf6d91f2b0,Fort Worth,Texas,45,6,417121.84,2022-08-31,6050,2469693.06,2064212.54,2025-12-30 14:31:00
e8a94fa8-9c7b-476a-ab27-e9d182725071,Orlando,Florida,44,4,363816.28,2021-07-22,2952,2438693.44,2074877.16,2025-12-30 12:03:00
b0455f06-0c02-4714-a3ee-5782057e5744,Los Angeles,California,44,2,563207.84,2022-12-22,3071,1200595.47,637387.63,2025-12-30 19:48:00
93adcbdc-9aca-4199-8e33-069a28ec60f1,Warren,Michigan,60,2,33933.78,2025-11-08,112,47835.450000000004,13901.67,2025-12-30 17:58:00
380e294c-c3de-4ef3-9a40-e62c64dc6aa6,San Francisco,California,32,2,210221.18,2022-03-27,2554,1105720.15,895498.97,2025-12-30 15:28:00
395503e2-4d23-4a3a-b2e0-b5d8e9edc396,Grand Rapids,Michigan,30,2,64818.020000000004,2025-11-17,60,71004.48,6186.46,2025-12-30 09:32:00
83ac61c4-dfde-4fb8-bffa-a1bbb101fb65,Sacramento,California,73,4,145926.78,2023-02-06,3477,2460700.17,2314773.39,2025-12-30 10:39:00
0e56cf30-2186-4f7e-a521-3a6174330fe4,Akron,Ohio,57,2,709938.63,2024-07-26,945,1249975.28,574066.07,2025-12-30 11:25:00
ee421b5d-31c7-4e3d-a8d9-7a2e629e29c0,Sacramento,California,19,2,229829.55,2023-11-02,1570,651166.66,424076.81,2025-12-30 19:34:00
943c8292-23af-41a9-8171-c597e5e75c00,Rochester,New York,32,3,71288.84,2024-04-21,1062,447775.29,378515.74,2025-12-30 08:09:00
53c325c4-52bb-4bf0-a60d-dd5d46e2d00c,Rochester,New York,19,5,475501.41000000003,2020-03-17,6821,2739647.94,2268585.6,2025-12-30 18:53:00
d6fa4b58-8f07-4e49-991f-7056829ab034,Dallas,Texas,39,4,238363.16,2023-01-22,1778,748984.63,510621.47,2025-12-30 13:06:00
523a570c-b77a-4fdf-88b6-f5f914b4d929,Albany,New York,45,3,98843.95000000001,2023-01-12,4509,1541706.91,1449162.44,2025-12-30 20:54:00
0da17aa7-5e8b-4ffd-9fee-e0fff0135025,San Francisco,California,33,5,397075.32,2024-03-19,872,755333.85,389256.2,2025-12-30 17:16:00
398e41d9-1069-47f7-8d13-244b8077c658,Milwaukee,Wisconsin,41,5,248760.5,2021-11-11,6810,3641784.0,3404580.56,2025-12-30 14:04:00
89296cf4-3444-4f2c-b9e2-3d587d41846d,San Diego,California,56,3,103378.06,2020-04-26,11932,6627228.64,6561585.61,2025-12-30 18:44:00
81c6a055-492a-4430-959a-2b110fa6820b,New York City,New York,28,4,187815.8,2025-01-26,399,295386.19,107570.39,2025-12-30 07:31:00
5c422707-d31d-48da-abd4-995d13d5504d,Hillsboro,Oregon,21,3,226626.63,2025-04-02,737,514112.2,296444.71,2025-12-30 13:59:00
f989d4cf-c8ed-4f7c-a59c-dcf26773f1f7,Fort Worth,Texas,24,2,225280.34,2022-12-29,1156,535905.09,310624.75,2025-12-30 14:22:00
e8702b31-08a2-4085-ab36-5c6459b0bbe0,San Jose,California,63,3,243748.53,2023-06-08,1337,828240.07,584491.54,2025-12-30 15:42:00
4762e5c1-5423-4a10-84bb-b5f0e06d84c9,San Diego,California,19,3,179931.93,2023-11-10,766,489713.07,316194.01,2025-12-27 17:48:00
2c715b26-1a54-4b39-9074-e692e269a7a6,Vancouver,Washington,46,2,70678.55,2020-11-25,3800,1516964.0,1448225.24,2025-12-30 12:54:00
d8553b54-782a-402e-ba3e-79c4ed789d76,Akron,Ohio,42,5,705477.64,2023-08-30,3278,4794336.33,4286655.68,2025-12-30 17:27:00
e4cb057c-aa62-4c5b-94ae-7025e17d7cc5,Sacramento,California,62,2,106150.83,2023-02-02,2127,762183.23,656032.4,2025-12-30 17:38:00
e6ceed96-b539-471c-933b-5c9acd7fcd7c,San Diego,California,74,5,634887.89,2022-11-03,1346,1334623.56,701778.49,2025-12-31 17:44:00
53b63cc7-b45b-44c9-83c4-85eaf8d2efe1,Sacramento,California,41,4,508344.12,2023-03-12,1048,1154010.14,645666.02,2025-12-30 07:24:00
8ad5bee5-7c74-475a-837f-cace96dd7ce7,Reading,Pennsylvania,52,3,73815.11,2025-03-02,634,333911.01,262016.4,2025-12-29 10:35:00
d08b8625-8735-41b3-a5b9-ec8d38586394,Orlando,Florida,22,4,328295.75,2023-05-12,2023,733071.53,408463.75,2025-12-30 18:34:00
ba20febc-5f02-45ba-9ec9-d04e07e77ffa,Joliet,Illinois,22,2,27422.18,2021-01-07,4120,1424545.08,1398195.84,2025-12-30 14:46:00
d0d5f9fe-7956-4ef1-b891-7c4a09a344dc,Durham,North Carolina,38,2,458211.99,2020-08-02,7600,2929998.46,2471786.47,2025-12-30 17:18:00
bf0cbf48-35df-47b8-bb1b-180b4e2d7b19,Naperville,Illinois,26,3,61835.7,2023-06-04,969,409023.6,348493.51,2025-12-30 12:22:00
9ad16f05-ddee-429b-befb-e7bb770b57b5,Erie,Pennsylvania,53,4,330061.07,2020-02-06,5450,2257059.69,1926998.62,2025-12-30 10:28:00
89ec2520-8577-4f60-95ed-7d8fdcb2ed47,Aurora,Illinois,70,2,170217.88999999998,2022-05-02,2459,897595.15,734271.24,2025-12-30 13:51:00
66f9b9a3-9cb7-4a42-a5da-d2f1d02ba65c,Scottsdale,Arizona,55,2,131318.42,2024-12-01,475,463058.13,333793.39,2025-12-30 17:34:00
a2df4517-6bd6-462a-9833-5662008bba5f,Vancouver,Washington,18,6,277915.76,2024-05-18,1520,1353449.45,1088491.56,2025-12-30 16:14:00
5fa5d764-7a07-4cfa-9e59-056f58fbfb2c,San Antonio,Texas,56,6,265875.41,2025-08-07,444,360496.0,95422.88,2025-12-30 15:48:00
6d63c25a-2eb9-4b7a-a6f6-120cba15e047,San Diego,California,72,4,316947.26,2023-09-04,1193,1188976.74,872029.48,2025-12-30 17:33:00
d6b5ecd9-c1ac-4c69-a886-e547416cdea4,Augusta,Georgia,42,5,297994.48,2020-03-30,3297,3397279.59,3136910.39,2025-12-30 12:41:00
0c260fe3-5e7d-4e48-917a-8da0087f5ac4,Cleveland,Ohio,29,1,12022.65,2025-10-06,183,34832.63,22809.98,2025-12-30 16:38:00
6e9136e4-8059-46dd-b4bf-c19715804c75,San Antonio,Texas,56,2,88286.35,2024-10-01,1730,1001002.71,912716.36,2025-12-30 20:03:00
e44e9374-bb60-403c-a215-729f20c30185,Vancouver,Washington,44,2,457914.14,2022-06-27,1387,1429010.83,976919.12,2025-12-29 20:44:00
c71bd27c-f360-4a2d-98ae-8b6c03635a17,Sacramento,California,71,2,330525.85000000003,2023-07-14,1319,654370.75,327147.41,2025-12-30 11:21:00
0b003667-bc67-46b1-bc02-2ba9ddd1346a,Jacksonville,Florida,65,3,261436.75,2024-07-02,1162,464158.13,202721.38,2025-12-30 16:03:00
adbcdc30-7514-4486-919f-617e1549ea39,Dallas,Texas,51,3,304406.54,2024-08-29,1506,570915.78,266509.24,2025-12-30 19:21:00
3c6b8b90-e83e-4f6d-95f2-faff1d9dc837,San Francisco,California,68,2,380982.98,2020-08-13,3441,1067314.33,686331.35,2025-12-29 15:56:00
139b360a-7725-4a4d-a229-eab80be8d4fa,Augusta,Georgia,38,3,152535.28,2024-11-19,994,457071.34,306622.0,2025-12-30 14:54:00
17bdf970-f6e1-4e55-b21e-1bf00743809c,Tucson,Arizona,59,3,1939065.54,2025-06-03,215,2439037.88,575743.4299999999,2025-12-29 11:13:00
88b9d5fb-84ba-4a6a-b6a4-fcb2847902d7,Los Angeles,California,53,2,279647.45,2021-07-05,3597,1432857.8,1153210.35,2025-12-30 12:07:00
bb8b5eef-dc0d-480d-8836-70af23349963,Denver,Colorado,30,4,518008.46,2020-09-29,2291,1978958.25,1460949.79,2025-12-28 09:34:00
14fc0cad-0cd2-4f8e-9a1a-f77df333e580,Hillsboro,Oregon,26,3,144089.47,2021-11-30,4648,3969971.5300000003,3876323.54,2025-12-30 18:52:00
9b7c4c38-9658-4f45-ab30-683eb7d6df70,San Diego,California,59,2,640763.0900000001,2024-03-06,1120,1676804.6099999999,1118110.72,2025-12-29 21:31:00
07f4208d-7218-4070-85b7-2b540a1bddbe,San Antonio,Texas,48,5,966673.49,2021-06-14,2382,1911387.25,950451.81,2025-12-30 20:56:00
a022e20c-033f-416a-a1e8-3f1dd45ea49c,Joliet,Illinois,41,4,313883.6,2021-02-21,1408,886964.77,576460.99,2025-12-30 15:45:00
50fe4fbc-766c-4207-a0a0-8b7e21f8bd9b,Grand Rapids,Michigan,27,2,99396.38,2020-08-27,2339,1747511.5,1655300.13,2025-12-30 08:44:00
bcf581fb-ab12-4345-afcb-703db1f0c016,San Antonio,Texas,28,6,523709.8,2020-02-26,3219,2961212.39,2584102.08,2025-12-30 20:38:00
1a87c5f3-a932-4852-ac0c-b0ac5a2627b1,San Antonio,Texas,63,2,96688.03,2024-04-30,977,403357.19,306669.16,2025-12-30 18:06:00
65f1d124-89c9-4f73-85e9-7e41168a6d2f,Orlando,Florida,32,4,367189.6,2020-10-14,6665,2037062.01,1669872.41,2025-12-30 17:33:00
53134493-9a0c-41b3-bd02-be331b94746a,Columbus,Georgia,37,4,155236.19,2024-11-09,710,365175.22000000003,211513.83,2025-12-30 09:06:00
c6230195-dc16-48e3-9f61-a81c49caa3bb,Toledo,Ohio,36,1,155801.46,2022-05-17,2297,684274.31,528472.85,2025-12-30 14:16:00
14554bec-65be-44b9-b013-2964f1e5d644,Dallas,Texas,24,4,247893.21,2021-11-19,3608,1469198.3,1221305.09,2025-12-30 17:33:00
ad1d31b1-3abe-4f5f-b70b-2c588b09be69,San Jose,California,75,3,550965.8300000001,2022-08-22,1382,1254064.57,731765.88,2025-12-28 12:16:00
49088e52-2653-421d-9e75-61713203308d,San Jose,California,33,6,264453.14999999997,2020-11-05,2743,2016147.35,1801060.9000000001,2025-12-30 14:55:00
00ca63ec-4ba0-45f9-9525-251368ca7e7a,Syracuse,New York,60,5,131816.5,2025-09-28,152,167748.44,36239.1,2025-12-30 20:13:00
7493b6cf-51fc-4216-843f-916d259a311c,San Francisco,California,26,6,654861.29,2020-12-11,7272,2232330.67,1579775.15,2025-12-30 14:39:00
06982117-6075-4ea3-80f3-211f891caa7f,San Francisco,California,39,6,471154.79,2022-10-10,3045,1130860.75,660390.29,2025-12-30 18:02:00
2fea3e9e-2f1b-404c-9b00-e28c28fe292c,Scottsdale,Arizona,42,6,209681.37,2022-11-08,838,538871.3200000001,332019.14,2025-12-30 07:06:00
b726e148-4a35-421f-a13e-ff5e0940f2b2,Fort Lauderdale,Florida,67,5,171042.24000000002,2023-03-10,1325,596448.41,425728.97000000003,2025-12-30 19:18:00
6d8c63c2-6618-4086-803d-7ae51ca12e77,Los Angeles,California,18,3,566308.0,2020-06-06,1788,1591886.31,1025578.31,2025-12-21 08:34:00
90ebe80a-b125-4a4d-ad48-472d78573152,Syracuse,New York,36,3,180456.24,2024-12-30,606,578240.8200000001,397784.58,2025-12-30 12:34:00
9cbadf30-f568-4d8e-a52c-7c99e85856e6,Fort Worth,Texas,26,6,945102.1399999999,2021-06-18,2088,1762676.08,869671.16,2025-12-30 13:47:00
a0ca1a73-c166-4130-b256-6dbe4251d4dd,New York City,New York,46,2,183207.86,2024-04-15,1902,751067.44,567859.58,2025-12-30 14:40:00
b414bf0d-9dea-435c-bc11-aa91a4f44152,Los Angeles,California,22,6,386913.76,2023-12-10,1526,907214.58,522754.98,2025-12-30 13:22:00
f05280df-c788-40f4-8911-12a866163969,Fort Lauderdale,Florida,65,6,726341.63,2020-11-07,5790,2119036.09,1401918.71,2025-12-30 15:28:00
7568c9f4-07b0-48dd-8f00-177a33c476be,Allentown,Pennsylvania,56,2,107594.88,2023-08-06,534,218404.25,111428.62,2025-12-29 11:58:00
b280db7e-22de-489f-8501-5eec39279217,Austin,Texas,43,2,360588.5,2024-02-11,973,481996.5,124628.41,2025-12-30 16:46:00
b12c681e-a038-46cd-81aa-5df0ca1b039b,Albany,New York,69,5,145004.13,2022-01-23,3205,1933444.53,1809146.95,2025-12-30 20:06:00
fdbad7a9-ba1e-400f-bca7-c129bf9ce3d6,Tucson,Arizona,72,1,118534.91,2023-07-09,965,403672.41,285137.5,2025-12-30 14:21:00
b55d80b0-f93f-4229-8d64-2cf81dd98d1b,Fort Lauderdale,Florida,60,4,205902.50999999998,2024-08-03,1080,509079.45,304099.83,2025-12-30 17:41:00
1842e120-1fe8-4b3a-87a2-c70ebccc8948,San Jose,California,26,4,201612.59,2025-10-22,70,248097.8,46485.21,2025-12-28 20:38:00
c6b25a39-306d-4cd6-abd1-8c5df98dcd53,Syracuse,New York,71,1,17201.16,2024-03-07,1170,702989.28,685788.12,2025-12-30 21:20:00
6cd11371-2739-4ded-b960-be9b249e4f8d,Jacksonville,Florida,23,3,593662.8,2020-04-28,3539,1503976.81,910314.01,2025-12-30 11:10:00
c1433db9-3fd5-4936-bb7d-64c7ab41788d,Toledo,Ohio,62,1,675075.16,2020-07-08,7290,2880360.38,2205285.22,2025-12-30 18:03:00
26063cb4-a9d3-49ab-8075-264aabf9bd52,Chicago,Illinois,63,5,251619.75,2020-06-25,3626,2997958.45,2766172.44,2025-12-30 13:24:00
b3022ba9-ab3a-4639-8635-590ecebc44a3,Erie,Pennsylvania,60,4,205512.74,2024-10-05,715,506620.2,306197.65,2025-12-30 09:40:00
2a67c751-e6ff-4e94-89c2-c4bfa63ba494,Rockford,Illinois,75,5,476176.07,2020-09-14,2231,1971089.22,1537766.07,2025-12-30 14:03:00
c9dadb2f-4aa1-4ab4-931f-5a8786743b12,Los Angeles,California,48,6,203780.4,2025-05-01,393,395787.8,193763.69,2025-12-30 18:56:00
0e445b51-c4ef-4469-b5bc-0b5aac6a46b0,Reading,Pennsylvania,40,4,344149.79,2021-12-03,2565,1091505.46,752819.98,2025-12-30 18:13:00
2a35e642-e8d8-45fe-95d5-fa66bc326571,Dallas,Texas,74,5,260098.46,2022-08-05,2035,831280.39,572060.95,2025-12-30 16:55:00
5f6c4a37-9c57-4280-8228-70443a2c05cc,Toledo,Ohio,38,3,728307.52,2021-01-28,3959,1857565.77,1129258.25,2025-12-30 18:32:00
95a305b2-874c-4be6-af3c-fae4bf43eead,San Diego,California,36,4,470698.6,2021-11-24,1426,845154.49,374455.89,2025-12-30 17:52:00
20bc2587-694f-475b-869d-25b4f492a97a,Salem,Oregon,54,2,317448.69,2022-01-07,2300,1630334.12,1319539.4,2025-12-30 19:56:00
fa2e0e1b-e5bc-4936-9b50-878e97cbc694,Miami,Florida,21,4,125649.98,2022-04-28,1672,590844.76,466522.96,2025-12-29 19:54:00
3c761e7e-10b0-455d-8508-be93a61e4ccd,Pittsburgh,Pennsylvania,65,3,182105.2,2023-09-19,2425,1015567.2,833462.0,2025-12-30 16:35:00
72f48c58-58cf-466b-8bdf-83f9a713b695,Eugene,Oregon,58,3,142114.97,2025-03-05,453,365052.68,222937.71,2025-12-30 17:48:00
9e298291-7258-42b2-b6d1-bb7e8ac7084b,Jacksonville,Florida,56,4,248822.09000000003,2024-10-11,346,301054.39,52754.909999999996,2025-12-30 11:13:00
fee20058-176b-43e5-966a-07c191909efe,Lansing,Michigan,61,2,35212.11,2025-02-07,601,399861.77,365659.51,2025-12-30 18:49:00
a5b80758-c67d-41b9-af4c-ec2acd7a1d9e,San Francisco,California,67,3,246017.90000000002,2023-12-20,1868,777381.52,531363.62,2025-12-30 13:01:00
1552d5c6-c3db-4ad2-bb52-cd7046abe57c,Miami,Florida,30,5,777584.0800000001,2020-05-27,3713,2169874.01,1392778.6199999999,2025-12-30 14:54:00
0efb2dd1-5e13-46aa-b8c6-97f2df63c6b4,Augusta,Georgia,21,4,489220.21,2023-09-10,1087,1215278.67,732111.24,2025-12-30 13:16:00
f53e3127-62fd-42c6-adc8-23e0eb71c150,Houston,Texas,41,5,750845.01,2023-03-04,3341,2743477.4,2005282.29,2025-12-30 17:34:00
5353ca22-036b-44cc-ac64-557c4078f81b,Dallas,Texas,61,4,2609974.62,2025-01-22,513,3432918.84,1042434.71,2025-12-30 10:24:00
a238952a-de45-4590-bf89-024b852dcde7,Naperville,Illinois,30,4,126602.45,2024-11-19,504,273579.21,148517.71,2025-12-28 15:24:00
5fbd82b2-730a-41ac-b0a0-4c5cb681cfdb,Fort Worth,Texas,55,4,119653.69,2022-04-07,2835,1952483.37,1832829.68,2025-12-30 18:04:00
0380e6b8-a1dd-487f-a274-94ec1c641e42,Naperville,Illinois,22,4,775022.17,2025-08-21,196,934349.89,172454.52,2025-12-30 15:32:00
ad90d9e3-15cc-4f09-b946-afbb69c507d6,Portland,Oregon,40,3,93615.23,2025-01-17,651,212985.95,119677.29,2025-12-30 17:28:00
52b00dc5-4aa8-4192-b5b2-7d30c8d53bb2,Houston,Texas,56,5,169396.41,2020-12-16,4052,2052858.68,1944781.1300000001,2025-12-30 13:02:00
784fba88-c04c-4ec2-a894-ef6eab6b6fe7,Rockford,Illinois,74,5,269534.17,2022-07-09,5599,2196391.93,1940614.5,2025-12-30 19:09:00
84bccf29-3add-47b6-b27d-aa536e42dee1,Carmel,Indiana,47,4,251393.4,2020-02-18,2653,1090520.3,839126.9,2025-12-30 11:43:00
ecb40181-4919-4d84-8560-9d9b525c12da,Sacramento,California,69,4,225002.12,2024-05-10,1588,678389.33,453387.20999999996,2025-12-30 17:05:00
268592a1-becf-42cf-8faa-729787abf72a,Warren,Michigan,38,5,1322254.47,2025-04-20,367,1937089.65,654272.45,2025-12-30 13:19:00
b78abea0-0d1d-46eb-a20b-d5bc29990205,Columbus,Georgia,66,6,210352.56,2021-09-05,3426,2392459.8,2198390.0100000002,2025-12-30 17:26:00
4dd3943c-6db5-4356-9963-c9e13e6d6bf0,Chattanooga,Tennessee,46,6,323634.14,2021-01-17,8165,6050085.14,6007125.68,2025-12-30 19:28:00
4dddb481-8040-49ad-9d13-25ce0f16f88b,San Jose,California,72,4,486807.37,2023-09-26,2150,1031212.37,544405.0,2025-12-30 18:17:00
812e522c-3b2d-4d0c-acc1-0fd8262528c3,Aurora,Illinois,73,5,215148.67,2022-12-31,1647,809210.8099999999,596037.6,2025-12-30 13:06:00
51f34610-df75-46ea-b9c1-93e08d606a71,Reading,Pennsylvania,65,5,286454.48,2022-12-10,3039,2200344.2,1946883.05,2025-12-31 13:54:00
c7b96c2e-f383-4531-83b5-ee17636abe2c,Salem,Oregon,25,4,562988.91,2025-03-21,278,784877.24,222124.03,2025-12-30 12:17:00
9bcc759a-fd8f-4067-8539-b0aeed63768f,Albany,New York,61,5,583865.57,2025-01-29,587,905153.8,328254.32,2025-12-28 17:41:00
d48f125f-9533-49ee-9e4f-e208d8c94f66,Albany,New York,27,3,1987529.57,2025-08-10,266,2656958.11,719233.37,2025-12-30 13:54:00
